speaker_first_name,speaker_last_name,speaker_title,company_name,speaker_linkedin,talk_title,event_name,event_date,event_location,website,city,state,category,source_url
Sam,Lissner,Principal,Ridgewood Infrastructure,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Yuriko,Watanabe,Director,"Infrastructure Investment/Private Equity Investment Department, Japan Post Bank",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Mariana,Barrientos,Director- Infrastructure,"Europe, CBRE Investment Management",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Michael,Bonte-Friedheim,Founding Partner and Group CEO,NextEnergy Group,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Gabriel,de Lastours,Regional Head,Energy MENA - European Bank for Reconstruction & Development EBRD,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Lawrence,Slade,Chief Executive Officer,Global Infrastructure Investor Association,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Marcus,Ayre,Partner,"Head of Igneo Infrastructure Partners, Igneo Infrastructure Partners",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Nic,DiLoretta,Managing Director,"Head of Real Assets, Aksia",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Anand,Jagannathan,Senior Partner- NextGen,Antin Infrastructure Partners,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Laurent,Segalen,Managing Partner,Megawatt-X,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Joss,Blamire,Director,"Infrastructure, GRESB",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Carolyn,Pearce,Managing Director,Stonepeak,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Shane,Swords,Managing Director,Head of Investor Relations - NextEnergy Capital,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Diogo,Honório,Director Real Assets & Alternatives,Nordea Asset Management,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Martin,Ragettli,Senior Vice President,IST Investment Foundation,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Stefan,Stauber,Investment Manager,Perpetual Investors,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Benjamin,Canet,Foreign Investment Manager,The Israeli Phoenix,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Christoph,Gertenbach,Deputy Head of Finance,RAG-Stiftung,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Oliver,Bradley,Managing Director,Macquarie Capital,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Phil,Cooper,Director,Digital Infrastructure Accelerator,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Rohini,Pahwa,Managing Director,Arjun Infrastructure Partners,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Phoebe,Smith,Senior Director,Patrizia AG,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Abhishek,Gupta,Associate Director at the EDHEC Infrastructure Institute and the Head of infraMetrics® Product Development,EDHECinfra,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Kikuko,Emae,Senior Director,Government Pension Investment Fund GPIF,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Alex,Bebov,Managing Partner,BAC Securities,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Karen,Azoulay,Head of Real Assets,BNP Paribas Asset Management,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Alessandro,Merlo,Alessandro  Merlo,"Managing Director, Head of Infrastructure Debt, UBS Asset Management",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Matias,Sottile,Managing Partner,Ayres Partners,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Seung-ki,Jeong,Head of Team,Kiwoom Asset Management,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Bertrand,Loubières,Head of Infrastructure Finance,AXA IM Alts,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Vivek,Sapra,,Vivek  Sapra,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Gergely,Horvath,Investment Manager,British International Investments,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Rajesh,Hemnani,Investment Manager,British International Investments,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Kuutti,Kilpeläinen,Investment Manager,Finnfund,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Olga,Sclovscaia,Regional Head,"MIGA, World Bank Group",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Thomas,Walenta,,"Senior Investment Officer, Asian Infrastructure Investment Bank AIIB",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Richard,Knight,Managing Director,"Asset Management, Equitix",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Robert-Jan,Bakker,,"Member of Management, Partners Group",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
James,Hewitt,Vice President,"Investor Relations, NextEnergy Capital",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Ekow,Yankah,Founder & Management,"Executive Board, RealPort",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/sponsor
Meet,our leading advisory board,,See previous speakers,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Arisa,Kishigami,,Arisa  Kishigami,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Michiyo,Morisawa,,"Senior Lead, PRI",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Hideki,Takada,Director for Strategy Development,Financial Services Agency,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Minako,Yoneyama,Senior Responsible Investment Manager,"Responsible Investment Ecosystems, PRI",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Satoshi,Ikeda,Chief Sustainable Finance Officer and Deputy Commissioner for International Affairs,"Financial Services Agency, Government of Japan",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Mari,Kogiso,Co CEO,SDG Impact Japan,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Bhargav,Dasgupta,Vice-President,"Market Solutions, Asian Development Bank",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Helena,Fung,Head of Sustainable Finance and Investment,"Asia Pacific, London Stock Exchange Group",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Fumihiro,Kajikawa,Director,"GX Finance Promotion Office/Office for Opening the GX Promotion Organization, METI",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Leong,Wai Leng,Managing Director and Regional Head of Asia Pacific,"CDPQ Global, CDPQ Singapore",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Margarita,Pirovska,Director of Policy,Read bio,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Yutaka,Matsuzawa,,Vice-Minister for Global Environmental Affairs,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Naomi,Davies,TNFD dedicated SVP of Corporate Sustainability Dept.,MS and AD Insurance Group Holdings,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Makoto,Haraguchi,TNFD dedicated SVP of Corporate Sustainability Dept.,MS and AD Insurance Group Holdings,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Hirotaka,Hideshima,,Hirotaka  Hideshima,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Sylvain,Vanston,Executive Director,"Climate Investment Research, MSCI",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Evonne,Yiu,Manager,EY,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Khalid,Azizuddin,Chief Investment Strategy Officer,SDG Impact Japan Inc.,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Sasja,Beslik,Chief Investment Strategy Officer,SDG Impact Japan Inc.,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Colin,Melvin,Founder and Managing Director,Arkadiko Partners,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Monica,Nagashima,Director of East Asia,InfluenceMap,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Ulf,Erlandsson,CEO & Founder,Anthropocene Fixed Income Institute AFII,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Ryushiro,Kodaira,,"Senior Editorial Writer, Nikkei",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Kenichi,Konuma,,Kenichi  Konuma,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Maiko,Morishita,Japan Programme Manager,Climate Bonds Initiative,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Minoru,Matsubara,Chief Sustainability Officer,"Managing Executive Officer Responsible Division, Resona Asset Management",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Hideki,Matsuoka,Special Project Manager,Asia-Pacific Human Rights Information Center HURIGHTS OSAKA,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Ryusuke,Tanaka,,Programme Officer,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Daiki,Fujino,,Daiki  Fujino,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Hiroshi,Komori,,Hiroshi  Komori,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Koichiro,Kuramochi,Chief Accountant,Read bio,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Chikako,Matsumoto,,"Managing Executive Officer, CSuO, Sumitomo Mitsui Trust Holdings",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Anjali,Viswamohanan,Director,"Policy, Asia Investor Group on Climate Change",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Tomohiro,(Tomo) Ishikawa,Chief Regulatory Engagement Officer,Mitsubishi UFJ Financial Group MUFG,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Chie,Mitsui,,"Senior Researcher, Data Analyst",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Masaaki,Nagamura,,Fellow International Initiatives,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Paul-Antoine,Thiebot,Head of Sustainable and Positive Impact Finance,"Asia Pacific, Societe Generale",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Asako,Nagai,Managing Director,BSR,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Kiran,Aziz,Head of Responsible Investments,KLP,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Atsuhito,Mori,Head of Sustainable Investment,"Japan, FTSE Russell",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Ana,Colazo,,"Investor Engagement Lead, World Benchmarking Alliance",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Nicholas,Benes,Representative Director,Read bio,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Amane,Fujimoto,,"Japan Advisor, International Corporate Governance Network ICGN",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Sakon,Kuramoto,,"Managing Attorney, Kuramoto International Law Office",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Masatoshi,Matsuzaki,,Board Chair,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Sofía,Condés,Director of Investor Outreach,FAIRR,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Mariko,Kawaguchi,,"ESG Advisor, Fuji Oil Holdings",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Chisa,Ogura,Managing Director,Chisa  Ogura,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Maho,Uehara Cavalier,Director,Animal Welfare Corporate Partners Japan AWCP,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Basak,Beleli,Chief Employee Experience Officer,NN Life Insurance Company,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Tatjana,Gerling,,"Ambassador for Japan, 2XGlobal",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Tracy,Gopal,CEO,Third Arrow Strategies,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Makiko,Nakamori,Director,"Chairperson of the Women’s Advancement Committee, ITOCHU Corporation",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Mari,Kamei,Deputy Director,"Sustainable Finance Office, Financial Services Agency, Government of Japan",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Yoshinori,Nagano,Managing Director,"Head of Center for Dissemination of Investment and Asset Management, Daiwa Asset Management",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Yasuyuki,Sugiura,Managing Director of the Institution of the Social System Research,Nikko Research Center,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Mariko,Suzuki,,"Artist, Founder, CEO, KINYU-JOSHI",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Yuriko,Gibo,Principal,Read bio,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Masato,Nakamura,Founding Partner,Read bio,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Oyin,Oduya,Managing Director,"Impact Measurement & Management Practice Leader, Wellington Management",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Yuka,Ogasawara,,"Impact Officer/ Deputy Secretary General, Social Innovation and Investment Foundation / Impact Driven Finance Initiative",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Motoaki,Hayashi,Partner,"Sustainability Center of Excellence, PwC Japan Group",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Tomosuke,Hirano,General Manager Sustainable Management Office,Sompo Holdings,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Hirofumi,Watanabe,General Manager,"Regional Sustainability Design Dept., AEONMALL / Leader, Regional Sustainability Desig Community Development, Resilience, Energy Security, AEON",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Kenji,Watanabe,Vice President,"ESG and Climate Research, MSCI",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Tomoki,Takahashi,Vice President,"ESG and Climate Research, MSCI",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Yukie,Shibano,Executive Director,"ESG and Climate Research, MSCI",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Yutaro,Tanaka,Executive Director,"ESG and Climate Client Coverage, MSCI",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
David,Freiberg,Senior Manager,"Climate Change and Sustainability Services, EY Japan",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Ken,Shibusawa,Chief Executive Officer,Shibusawa and Company,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Christian,Wiehenkamp,Founder,Effectual Capital,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Max,Boucher,Senior Manager,"Research & Engagements, Biodiversity, FAIRR",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Snorre,Gjerde,Lead Investment Stewardship Manager,Norges Bank Investment Management,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Eri,Kakuta,Manager,CDP Worldwide-Japan,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Nozomi,Mizuno Witherspoon,,Senior Specialist - Sustainability & Social Impact,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Aiko,Kozaki,Director of Investment Department,Japan Network for Public Interest Activities JANPIA,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Masaki,Kawai,CEO / CEO,Read bio,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Tetsushi,Hisata,Representative Director,Tetsushi  Hisata,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Taka,Nakamura,CEO / Founder,Taka  Nakamura,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Koh,Matsuki,Chief Executive Officer,Proxy Watcher Inc.,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Brynn,O'Brien,Executive Director,Read bio,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Will,Oulton,,"Advisor, MUFG Asset Management Sustainable Investment",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Will,van de Pol,CEO,Market Forces,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Shinsuke,Kobayashi,Partner,Read bio,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Asahi,Yamashita,Head of Japan,ClientEarth,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Kim,Schumacher,Associate Professor in Sustainable Finance and ESG,Kyushu University,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Sachiko,Ichikawa,Partner Lawyer,Read bio,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Kana,Kawasaki,Head of Business Development Morningstar Indexes,"Japan and South Korea, Morningstar Japan",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Takuro,Kimura,Chief Executive Officer,Takuro  Kimura,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Hanae,Maeda,Managing Director,Read bio,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Yuriko,Nakao,Associate Professor,Yuriko  Nakao,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Naho,Nakakubo,Chief ESG Innovation Officer,Read bio,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Philip,Sugai,Professor of Marketing Graduate School of Business,"Director Value Research Center, Doshisha University",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Daniel,White,CEO,Read bio,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Patrick,Buergi,Co-Founder and Managing Director,South Pole Japan,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Yuriy,Humber,President,Yuri Group,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Takumi,Matsuo,Head of Carbon Credit Market Office,Tokyo Stock Exchange,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Ken,Tammoto,Principal Strategist,"Carbon Solutions Development Unit, MOL",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Masaru,Arai,Head of Nomura Research Center of Sustainability,Nomura Institute of Capital Markets Research,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Akane,Enatsu,Head of Nomura Research Center of Sustainability,Nomura Institute of Capital Markets Research,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Yuki,Miyoda,,Project Researcher,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Emi,Onozuka,CEO,Eminent Group,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Makoto,Koyazaki,,Audit & Supervisory Borad Member,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Goro,Kumagai,,Senior Fellow,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Tomoko,Tsuruno,Director,Institute of Sustainability Management and Assurance （i-SMA）,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Kenji,Shiomura,Managing Director,"ESG & Stewardship Department, Government Pension Investment Fund GPIF",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Sherry,Madera,Chief Executive Officer,CDP,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Ryusuke,Bushimata,Director,"Research Division & Legal Office, International Bureau",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Kenji,Fujii,,"Japan Chapter Lead, Glasgow Financial Alliance for Net Zero GFANZ",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Hiroshi,Fujikawa,,"Senior Executive Officer of CSV Strategy, Chief Sustainability Officer, Kirin Holdings",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Alexander,Pui,,"Adjunct Fellow, University of New South Wales",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Yukari,Takamura,Professor,"Institute for Future Initiatives, The University of Tokyo",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Kae,Takase,Senior Coordinator,Renewable Energy Institute,,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
Yasunari,Iwatate,Director,"Managing Executive Officer, Higo Bank / Chairman, Higo Bank Corporate Pension Fund",,,Private Debt Investor New York Forum 2026,"September 15–16, 2026",New York,,,,sponsor,https://www.peievents.com/en/partners
